file_name,text,token_size,embed
mind.pdf,"the wheel of the bullock-cart rests on the spokes the spokes reston the nave even so, the mind rests on prakriti and prakriti rests on brahman. from mahat comes ahankara from sattvic ahankara comes mind; from rajasic ahankara comes prana; from tamasic ahankara, tanmatras; from tanmatras, gross elements; from grosselements, the gross universe mind is no other than ahankara, the idea of i it is, indeed, difficultto eschew this idea of i mind always attaches itself to something objective (sthula) it cannotstand by itself it is only this mind that asserts itself as i in this body. the idea of i is the seed of the tree of mind the sprout which first springs up from this seed of ahankara is buddhi from this sprout, the ramifying branches called sankalpas have theirorigin. 2what is mind?linga sarira and antavaha sarira mind is the most important tattva of linga sarira linga sarira is the astral body or",252,
mind.pdf,"sukshma sarira that is linked to the physical body through physical prana it separates itself at deathfrom the physical body and travels to svarga or heaven it is this body that does avagamana(coming and going) this body melts in videha mukti (disembodied salvation). there is a difference between linga sarira and antarvaha sarira linga sarira is astral body with seventeen tattvas, viz., five karma-indriyas, five jnana-indriyas, five pranas, mind andbuddhi antarvaha sarira is very pure it is full of sattva it is free from rajas and tamas it is withthis body that a yogi passes from one body to another (parakaya-pravesa) lila, through the graceof sarasvati, came out of the physical body and travelled to higher worlds with this antarvahasarira you will find this in the yogavasishtha sri sankaracharya, raja vikramaditya,hastamalaka and tirumular had antarvaha sarira",245,
mind.pdf,"with the help of this special kind of pure body,they passed into the bodies of other persons a yogi with antarvaha sarira has sat-sankalpa orsuddha sankalpa. mind is subtle matter mind is not a gross thing, visible and tangible its existence is nowhere seen its magnitude cannot be measured it does not require a space in which to exist. mind and matter are two aspects as subject and object of one and the same all-full brahman, who is neither and yet includes both mind precedes matter this is vedantic theory matterprecedes mind this is scientific theory. mind can be said to be immaterial only in the sense that it has not the characteristics of ponderable matter it is not, however, immaterial in the sense that brahman (pure spirit) as such is.mind is the subtle form of matter and hence the prompter of the body mind is made up of subtle,sattvic, apanchikrita (non-quintuplicated) tanmatric matter mind is all electricity according tothe chhandogya upanishad, mind is formed out of the subtlest portion of food. mind is material mind is subtle matter",250,
mind.pdf,"this discrimination is made on the principle that the soul is the only source of intelligence; it is self-evident; it shines by its own light but the organs(mind and senses) derive their principle of activity and life from the soul by themselves, they arelifeless hence the soul is always a subject and never an object manas can be an object of the soul.and it is a cardinal principle of vedanta that that which is an object for a subject is non-intelligent(jada) even the principle of self-consciousness (aham pratyak-vishayatva) or ahankara isnon-intelligent; it does not exist by its own light it is the object of apperception to the soul. the mental body just as the physical body is composed of solid, liquid and gaseous matter, so also the mind is made up of subtle matter of various grades of density with different rates of vibration a raja yogipenetrates through different layers of mind by intense sadhana. 3mindits mysteries and controlthe mental body varies much in different people it is composed of coarse or finer matter, according to the needs of the more or less unfolded consciousness connected with it",254,
mind.pdf,"in theeducated, it is active and well-defined; in the undeveloped, it is cloudy and ill-defined. there are several zones or slices in the mental body just as there are various compartments in the brain for particular types of thought during intense anger, the whole mind is suffused withthe black hue of malice and ill-will, which expresses itself in coils of thunderous blackness, fromwhich fiery arrows of anger dart forth, seeking to injure the one for which the anger is felt. types of mind every man has a mental world of his own every man entirely differs from another man in mode of thinking, temperament, taste, mentality, physical characteristics, etc physically also a mandiffers from another man, although there might be slight resemblance observe carefully the nose,the ears, the lips, the eyes, the eyebrows, the arrangement of teeth, the shoulders, hands, fingers,toes, look, voice, gait, way of talking, etc., of different men you will find vast differences betweenany two persons even the lines of the palm will differ no two leaves are alike variety is thebeauty of creation. there are various types of mind the bengali type of mind is emotional and fit for devotion and art",253,
mind.pdf,"the madrasi type of mind is intellectual and clever in mathematics the punjabi type ofmind and maharashtra type of mind are chivalrous bengal has produced emotional saints, lordgouranga or chaitanya mahaprabhu, sri ramakrishna paramahamsa deva, etc madras hasproduced intellectual philosophers like sri sankara and sri ramanuja punjab has produced gurunanak, guru govind singh, etc the sadhana and path of yoga vary according to the type of mind,temperament and capacity tastes also differ the sight of a fish brings excessive joy to a bengali.the sight of tamarind and chillies excites the glosso-pharyngeal nerve of a madrasi the sight of apalmyra fruit excites the jaffna tamil of ceylon and brings excessive joy the sight of meat bringsa peculiar joy to a meat-eater is this not a mystery that an object lies outside and saliva appears inthe tongue at the sight of it? because you have this experience daily in everyday life, you do notattach much importance to it mind is very mysterious so is maya, too.",252,
mind.pdf,"even an infinitely superior mind is yet a mind and of the same mould as any mans. size of the mental body mind is atomic (anu) according to the nyaya school; is all-pervading (vibhu) according to the raja yoga school of maharshi patanjali; is of middling size (same size as that of the body)according to the vedantic school. mental aura mind has got aura (mental aura or psychic aura) aura is tejas, brilliance or halo that emanates from the mind the aura of those who have developed their minds is extremely effulgent.it can travel long distances and affect in a beneficial manner a large number of persons who comeunder its influence the spiritual aura is more powerful than either the psychic or pranic aura. 4what is mind?influence of strong mind over weak minds a strong mind has influence over weak minds a hypnotist with a strong mind hypnotises a whole bunch or circle of boys of weak minds. there are those among us who are much more sensitively organised than others as an organism, their bodies are more finely and more sensitively constructed",237,
mind.pdf,"these, generally speaking,are people who are always more or less affected by the mentalities of others with whom they comein contact, in whose company they are. he who has purified his mind becomes a centre of force all the lesser, impure, weak minds are unconsciously drawn towards the purified, greater mind, because they derive peace, power andstrength from the greater, purified mind. mark the influence of a highly developed mind over a less developed mind it is impossible to describe what it is like to be in the presence of a master or developed adept to sit in his presence,though he hardly speaks a word, is to feel a thrilling sensation so much as to feel new inspirationstouching one mentally it will be an extraordinary experience. if you want to drink water at a tap, you will have to bend your body even so, a lower mind will have to bend (to be humble) before a developed mind if it longs to imbibe its virtues thethought itself must be calm and unruffled then only you can draw inspirations in such conditionsonly benign influences can be thrown down into the lower mind from the higher in such calm,mental states, you can hold communion with god",241,
mind.pdf,"planning, angry and depressed moodsalldisturb the mind and act as stumbling blocks to god-realisation. mind is ever changing mind is nothing but a collection of samskaras it is nothing but a bundle of habits it is nothing but a collection of desires arising from contact with different objects it is also a collectionof feelings aroused by worldly botherations it is a collection of ideas gathered from differentobjects now, these desires, ideas and feelings constantly change some of the old desires andfeelings are constantly departing from their storehouse, the mind, and new ones are replacing them. this constant change does not in any way interfere with the harmony of mental operations. only some of the old desires, ideas and feelings depart those that remain work in healthyco-operation and concord with the new arrivals the new arrivals are strongly magnetised by theold ones they both work in harmony and this harmony sustains the identity of the mentalexistence. mind is not only made daily, but always made every minute, it changes its colours and shape like a chameleon it is very chanchala (wavering) and asthira (unsteady)(gita, vi, 26).mind is constantly changing",252,
mind.pdf,"you are gaining new experiences daily your beliefs and conscienceof 1932 and the faculty which judges right from wrong will change in 1942 the mind evolvesthrough experience the world is the best teacher or guru. 5mindits mysteries and controlaccording to the state of his knowledge, mans conscience is built up and changes from time to time with the correction of his views, in the light of further knowledge gained subsequently.conscience is ones own convictions arrived at either instinctively or by reasoning the conscienceof a child or a savage is entirely different from the conscience of a fully grown civilised man and,even amongst civilised men, knowledge varies so much that their consciences direct different linesof conduct the conscience of a sattvic man considerably differs from that of a rajasic man theconscience of a sattvic man is very, very clean and pure. fourfold mind or antahkarana chatushtaya antahkarana is a term used by the vedantins to include mind, buddhi, chitta and ahankara. when used in a broad sense, it means the internal instrument antah means internal; karanameans instrument",253,
mind.pdf,"it is the inner instrument (as distinguished from the term bahya karana, outerinstrument or the senses or indriyas) through which you sense, perceive, think and reason out. ahankara is derived from prithvi-tanmatra (tanmatras are sukshma bhutas or subtle elements the five gross elements are derived from the tanmatras.) chitta is derived fromjala-tanmatra; buddhi from agni-tanmatra; mind from vayu-tanmatra; heart fromakasa-tanmatra. mind is chetana (intelligent) when compared with the senses it is jada (non-intelligent) when compared with buddhi sankhya buddhi or buddhi in sankhya philosophy is will andintellect combined some put chitta under mind, ahankara under buddhi. manas, buddhi, chitta and ahankara are only vritti-bhedas or functional aspects of the mind the manas has all things for its objects and extends through the past, present and future; it isone only, but has various functions",245,
mind.pdf,"you are a judge when you exercise your judicial powers in thecourt you are a cook when you work in the kitchen you are a president of an association when yousit in the chair in that capacity you are the same man, but you function differently and you arecalled by different names according to those different functions similarly, when the mind doessankalpa-vikalpa (will-thought and doubt), it is called mind; when it discriminates and decides, itis buddhi; when it self-arrogates, it is ahankara; when it is the storehouse of samskaras and seat ofmemory, it is chitta; also when it does dharana and anusandhana. who gave coolness to water, warmth to fire, motion to air? these qualities are their very nature even so, mind has got its svabhava of running towards objects, buddhi of determining,ahankara of self-assertion and self-identification, chitta of thinking (smriti) of those objects whichare identified by ahankara. when the mind is at work, buddhi and ahankara work simultaneously along with the mind.",246,
mind.pdf,"mind, buddhi and ahankara work in healthy co-operation mind makes sankalpa-vikalpa itthinks whether a certain thing is good or bad buddhi comes for determination it is buddhi whichdiscriminates the vishaya (nischyatmika, vyavasayatmika). 6what is mind?the svarupa of mind is thought only mind is sankalpa-vikalpatmaka it is vyakaranatmaka when it forwards the decisions of buddhi, the messages from buddhi, to theorgans of action for execution mind selects, attends and rejects. functions of mind sensation, thought and volition are the threefold functions of the mind cognition, desire, volition are the three mental processes. mind has three states, viz., active, passive and neutral mind always wants variety and new sensations it is disgusted with monotony. law of association, law of continuity and law of relativity are the three principal laws of the mind. these are the characteristics of the mind, viz., change (parinama), activity (cheshta),",235,
mind.pdf,"suppression (nirodha), ideation in action (sakti), physical life (jivana), characterisation (dharma). thinking, planning, feeling, knowing are the various activities that are going on in the mind. sometimes you plan sometimes you feel sometimes you try to know sometimes you thinkseriously sometimes you will (volition) volition brings all the mental faculties into play youmust be able to know by introspection what exactly is going on at different times in the mind. aspects of mind conscious mind or objective mind, subconscious mind or subjective mind (chitta) and superconscious mind are three aspects of the mind you see, hear and read with the objective mind. sensational mind, rational mind and intuitive mind are three aspects of mind according to another classification of western philosophers. heart is the seat of four tattvasprana, mind, ahankara and atman according to vedanta, the seat of mind is the heart ajna chakra, which consists of two lotuses and which istentatively situated in the space between the two eyebrows, is the seat of mind according to thehatha yoga school. seat of mind mind has various faculties and centres and operates through corresponding physical centres in the brain",254,
mind.pdf,"mind, buddhi and understanding are in the linga sarira; but they operate throughcorresponding centres in the physical brain the brain is not mind as the westerners think mind hasits seat in the physical brain it gains experiences of this physical universe through the vibrations ofthe brain. a king, though he has complete sway over his whole territory, though the whole kingdom belongs to him, has got special places for his residence he has got a splendid palace in the capital 7mindits mysteries and controland another beautiful, palatial building in mussoorie or mount abu for his stay in summer even so, the mind, though it is all-pervading throughout the body, has got three places to reside in during thethree statesjagrat, svapna and sushupti the seat of mind in deep sleep is heart in dream, the seatof the mind is neck in waking state, the seat of the mind is the right eye or ajna chakra just markwhat you do in alochana (deep thinking) you hold your finger in the chin, turn the neck to the rightside, turn the gaze towards the space between the two eyebrows and then begin to think seriously onthe problem in hand",255,
mind.pdf,"this goes to show that the seat of the mind is the ajna chakra. mind is not atman in the west, the psychologists make a serious mistake in saying that consciousness is a function and attribute of the mind it is chit or atman only that is pure consciousness itself mindborrows its light from time to time from its sourceatman, the light of lights or the sun of sunsand glitters temporarily like consciousness, like the golden gilt in brass mind borrows its light andpower from brahman, the source (yoni), just as the iron-rod borrows its heat and effulgence fromfire mind is jada or non-intelligent, but appears to be intelligent by borrowing light from brahman,just as water exposed to the sun borrows heat from the sun. mind can do only one thing at a time it is finite (parichhinna) it is jada it is the effect (karya) of sattva guna it is vinasi (perishable) it is chanchala (ever-fluctuating) it is a bundle ofideas, samskaras, habits, impulses and emotions",244,
mind.pdf,"it borrows light from the adhishthana (theunderlying substratum), brahman you can control the mind the thinker is different from thought.there is no functioning of the mind in deep sleep you always say, my mind, as if mind is one ofyour instruments just like your walking-stick or umbrella therefore, mind is not the self-shiningatman. even in cases of delirium or in cases where there is paralysis of the mental functions, where a man loses his memory and other faculties partly or wholly, he remains the i exists (aham asmi) the mind seems to be as much your property and outside of you as the limbs, the dress worn or the building you dwell in therefore, mind is different from i. mind gropes in darkness it forgets every moment it is changing every second if food is withdrawn for a couple of days, it cannot think properly there is no functioning of the mind duringdeep sleep it is full of impurities, vasanas and trishnas (cravings) it gets puzzled during anger infear, it trembles in shock, it sinks",244,
mind.pdf,"how can you take the mind, then, as the pure self? manas is an organ of sensation and thought this instrument must be under the control of someone who uses it the jiva or human soul is not the director of the mind, because we see thatordinary men cannot control their minds they are simply swayed hither and thither by pettyraga-dvesha, emotion and fear therefore, there must exist some other being, who is director ofthe mind who is that being? he is the manasah pati (lord of mind), antaryamin, kutasthabrahman. just as you see the tree in front of you, there must be somebody to see and know what is going on in the mind of jivas that somebody is kutastha kutastha is brahman himself there is atumbler in front of you it cannot see itself an instrument, eye and a seer are needed if you say that 8what is mind?the tumbler can see itself, then there will be karmakartritva-bhava-virodha it is a logical absurdity.",233,
mind.pdf,"therefore, you have to admit that there is a silent sakshi of the mind, who is eternal, unchanging,eternal knower, always the knowing subject he is witnessing the motives and modifications thatarise in the minds of jivas. isvara or saguna brahman (personal god) has full consciousness of nirguna brahman. that is his svarupa- lakshana at the same time, he has full cosmic consciousness he knows whatis going on in every mind. consciousness per se or the absolute consciousness is common in all this pure consciousness is one it is kutastha chaitanya all the workings of the mind, all modifications thatarise in the minds of all are presented to the one common consciousness which is the witness of themental vrittis even though consciousness is one, when rama is stung by a scorpion, only ramafeels and not his friend krishna who is standing near him antahkarana or mind is different in everyindividual",214,
mind.pdf,"it is antahkarana that limits a man who is, in reality, identical with the brahman orsupreme soul! this identity is realised when the avarana or veil of ignorance is removed. the mind is an object of perception for brahman atman directly cognises all the phenomena of the mind, viz., desire, imagination, doubt, belief, disbelief, shame, intelligence, fear,etc he remains himself quite unattached and unaffected like the omnipresent ether, like the crystalwhich reflects different coloured objects, like the sun. atmanthe source for the mind manas, which expands through sankalpas and vikalpas, is generated with brahman as its cause the form which the endless atman (supreme spirit) assumes through sankalpa is manas(mind) it first turned its back to discrimination and hence entangled itself in the folds of vasanas ofobjects the underlying substratum, adhishthana of the mind, the source or basis for mind is atmanor brahman or absolute conscious- ness",220,
mind.pdf,"the power of powers who gives power to the mind, thelight of lights who sheds light on the mind, the seer of seers who witnesses the motives of andmovements in the mind, the support of supports on which the mind rests in sleep is b rahman . om keneshitam patati preshitam manah willed and directed by whom does the mind go towards its desired objects? (kenopanishad) to that power of powers i bow with folded hands.that power of powers i am (soham, sivoham). that secondless supreme being who resides in the chambers of your hearts as antaryamin",140,
mind.pdf,"or inner ruler or controller or sutradhara or sakshi (silent witness), antaratman (inner self), whohas no beginning, middle or end, who is the source of this world, the vedas, body, mind, indriyasand prana, who is all-pervading, who is unchanging, who is one homogeneous essence (ekarasa),who exists in the past, present and future, who is self-existent (svayambhu), who is independent(svatantra) and who is self-luminous (svayam- jyotis) is god or atman or brahman or purusha orchaitanya or bhagavan or purushottama. 9mindits mysteries and controlduring dream, you are splendid, effulgent light where does it come from? from atman. the light that is present in the dream clearly indicates that atman is self-luminous (svayamjyotis,svaprakasha). god is truth god is love god is light of lights god is peace god is knowledge god is the embodiment of bliss",246,
mind.pdf,"god is sat-chit-anandaexistence absolute, knowledge absolute andbliss absolute god is eternity god is immortality god is infinity god is avinasi, supremevastu god is all-pervading essence or substance god is the only sara vastu god is infinitebeauty. bhagavan is a synonymous term for god he who has the six attributes, viz., jnana (wisdom), vairagya (dispassion), yasas (fame), aisvarya (divine powers), sri (wealth) anddharma (righteousness) in their fullest measure is bhagavan. according to vayu purana, omniscience, satisfaction, eternal knowledge, independence, constant presence of power, infinity of powerthese six are said to be the aspects (angas) of thegreat lord. sarvajnatva (omniscience, knowledge of all the worlds, their jivas and their karmas),",211,
mind.pdf,"sarvesvaratva (supreme rulership of all, the power of dispensing the fruits of all jivas),sarvantaryamitva (inner control of all names and forms and all indriyas and minds),sarvakaranatva (causality for the creation, preservation and destruction of all), sarvaniyantritva(doing everything without failure of niyama), sarvakartritva (the doing of all actions),sarvasaktimatva (omnipotence), svatantratva (absolute independence) are the eight attributes ofgod. knowledge, desireless, power of control, purificatory action, truth, forgiveness, endurance, creation, the knowledge of the self, and being the substratum of all activitiestheseten unchangeable (avyaya) qualities always live in the great source of all good. srishti (creation), sthiti (preservation), samhara (destruction), tirodhana (veiling) and anugraha (blessing) are the five kinds of action (panchakrityas) of god.",249,
mind.pdf,"god is the niyamaka (ruler), antaryamin (knower of the heart) and preraka (prompter) also. he helps the sadhakas in a variety of ways, viz., through dreams, the inner voice, by talkingthrough the mouths of others in daily conversations and advice from friends. nitya sukha (eternal bliss), parama santi (supreme peace), nitya tripti (eternal satisfaction), infinite happiness, akhanda sukha (unbroken joy) can be had only in god attain thisgod-consciousness or self-realisation or darshana of god through ananya bhakti or vichara thisis the goal of life this is your highest duty all other duties are secondary. the essence of indriyas is the mind; the essence of mind is buddhi; the essence of buddhi is ahankara; the essence of ahankara is jiva (the individual soul) brahman or suddha chaitanya isthe womb or yoni or adhishthana or substratum for everything he is the sakshi or witness ofeverything.",245,
mind.pdf,"10what is mind?atman is the proprietor of a big firm, this mental factory buddhi is the manager mind is the head clerk the head clerk has got two functions to perform he gets direct orders from the managerand he has to supervise the workmen also even so, the mind has got two functions it hasconnections with the buddhi, the manager and karma-indriyas, the workers. mind is more internal than speech buddhi (intellect) is more internal than the mind. ahankara is more internal than buddhi jiva chaitanya (abhasa, reflected intelligence) is moreinternal than ahankara atman or kutastha is more internal than the jiva chaitanya there isnothing internal to atman it is paripurna (all-full). when, by analysing your own mind, you come face to face with something which is never destroyed, something which is by its own nature eternally pure, perfect, self-luminous andunchanging, you will no longer be miserable, no more unhappy. one essence only exists it is one without a second (ekameva advitiyam brahma) it is",250,
mind.pdf,"ananta, spotless, ever pure and paripurna meditate upon it without fluctuation of mind and freeyourself from all pains with true calmness of mind being quite unreal, ahankara will perishthrough efforts. proof for the existence of mind what is the nature of the atman or brahman? it is sat-chit-ananda atman is vyapaka. then, what is it that limits the individual souls vision? it is only mind this fact proves theexistence of an internal instrument, the mind. in the commentary on the brihadaranyaka, sri sankara gives two proofs of the existence of manas. one is that it is manas which renders all knowledge through senses possible it is called sarva karma vishaya yoga sense-knowledge is the product of the connection between the mindand the sensory organs that is why there is no simultaneity of the knowledge of the impressionsreceived through the various sensory organs people say, my mind was elsewhere i did not seethat. the impossibility of this simultaneity of knowledge through various sensory organs is anindication of the existence of the mind. the soul is a constant factor",247,
mind.pdf,"between the atman and the organs of senses, a connecting link is necessary we have to acknowledge the existence of an internal organ (mind), through whoseattention and non-attention, perception takes place if we do not admit the internal organ, therewould result either perpetual perception or perpetual non-perceptionthe former when there is aconjunction of atman, the sense (indriya) and the object (vishaya), the three constituting theinstruments of perception if, on the conjunction of these three causes, the effect did not follow,there would take place perpetual non-perception but, neither is the case we have, therefore, toacknowledge the existence of an internal organ on whose attention (avadhana) and non-attention(anavadhana) perception and non-perception take place this is the argument for the existence ofantahkarana or mind. 11mindits mysteries and controlthe other proof is the capacity for judgment which we possess somebody whom we cannot see touches us; and, we infer the person now, mere touch cannot make us aware of this fact.the faculty by which we make such an inference is manas. special knowledge that differentiates man from animal",256,
mind.pdf,"an animal is not able to know itself. it has only physical consciousness it has no self-consciousness an animal feels the discomfort and pain it is not able to analyse its own mentalstates a man not only knows, but he knows that he knows. this is either mental consciousnessor self-consciousness the man not only feels or senses things, but he has words to express hisfeelings and sensations he can vividly describe his feelings he may think of himself asexperiencing them he can separate himself from the sensation of feeling he is able to think, ifeel; i hear; i see; i smell; i taste; i desire; i act; i enjoy, i know this book. i know also that i know this book. this is self-consciousness peculiar to human beings only. in the police station, the chaprasi (peon) strikes ten at the gate the sound vibrates and passes into the ears of men and animals the animals also hear ten times the beating",238,
mind.pdf,"but the mancounts them and knows through his buddhi, now it is ten oclock. he has got this visesha jnana(special knowledge); whereas animals have got samanya jnana (ordinary knowledge) it is thisspecial knowledge that differentiates a man from an animal ahara (food), nidra (sleep), bhaya(fear) and maithuna (copulation) are common to both through this visesha jnana he knows rightfrom wrong, good from bad, what to do (kartavya) and what not to do (akartavya). the four sources of knowledge inspiration, revelation, insight, intuition, ecstasy, divine sight and paramananda state are the seven planes of knowledge there are four sources of knowledge, viz., instinct, reason, intuitionand super-intuition or brahma-jnana. instinct when an ant crawls in your right arm, the left arm automatically moves towards the right arm to drive away the ant the mind does not reason there when you see a scorpion in front of yourleg, you withdraw your leg automatically this is termed instinctive or automatic movement",247,
